0,0.00012962,0.0047601,0.0017355,0.0025352,0.0012478,0.0011245,0.00045676,0.00013202,0.00014501,0.0025988,0.0022169,0.00067474,0.00022286,0.0015138,0.00063246,0.00056181,0.001012,0.0024721,0.0022156,0.0018083,0.0019326,0.0014756,0.0011203,0.0043794,0.0012913,0.0052075,0.0044055,0.00014742,0.002722,0.0011118,0.0039139,0.0012388,0.0047332,0.00091205,0.00083237,0.0018874,0.0034307,0.0021921,0.0046508,0.0012695,5.9184e-05,0.0012671,0.00054489,0.00040482,0.00088352,0.0025613,0.00034132,0.0012332,0.0040673,1.0459,0.99254,1.0512,1.0236,1.0503,1.138,1.0667,1.0524,1.1126,1.1353,1.0082,1.0254,1.0797,1.1221,0.99413,0.99983,1.0733,1.0466,1.0207,1.0556,1.0357,0.95885,1.0425,0.98552,1.0022,1.0785,0.98718,1.0705,1.0228,1.0436,1.0585,0.99138,1.0191,1.0499,1.0042,1.0133,1.009,1.0435,1.1294,1.0269,0.98994,1.0645,1.0713,1.0472,1.0188,1.0268,1.0614,0.97475,1.1036,1.1078,3.9952,4.3164,3.9402,4.1728,4.0111,4.1895,4.075,4.2804,4.0745,4.0407,4.0657,3.9824,4.0484,4.2067,4.0369,4.1436,3.9762,4.0334,4.0197,4.0305,4.1557,4.0797,4.0345,4.0346,4.183,4.2111,4.0517,4.2103,4.1001,4.1607,3.9163,3.9402,4.0871,4.0991,4.0172,4.123,4.094,4.2594,3.9945,4.0466,4.271,4.1338,4.0487,4.2077,4.0168,4.0319,4.1573,4.0312,3.9865,4.2158,3.0522,3.041,3.0132,3.1025,3.0885,3.1189,3.03,3.0699,3.019,3.1522,3.1128,2.9802,3.033,2.9433,2.9733,3.0561,3.0154,3.0638,3.0795,3.1317,3.0081,3.0003,3.0729,3.0668,3.0401,2.9916,3.1556,3.0648,3.0129,3.0124,2.9939,3.0319,3.0805,3.1005,2.956,3.0052,2.982,2.9477,3.0467,3.0804,3.0369,3.0065,3.1958,2.9884,3.1892,3.0642,3.0736,3.2099,3.0914,3.0167
0.00012962,0,0.0038349,0.0021472,0.0015258,0.00094405,0.00093249,0.00027451,0.00051448,0.00029738,0.0018394,0.0013298,0.00092535,0.00023764,0.0013662,0.00030506,0.00058543,0.00045074,0.0033383,0.0019744,0.0015583,0.0015001,0.001355,0.00093405,0.0037328,0.0015252,0.0047066,0.0037713,6.3352e-05,0.0022654,0.00067786,0.0029317,0.00056899,0.0049082,0.00050435,0.00041084,0.0010283,0.0022408,0.0015032,0.0038623,0.00075974,0.00023298,0.00070679,0.00092271,0.00087369,0.00068741,0.0020652,5.2748e-05,0.00073123,0.0037834,1.0228,0.9702,1.0282,1.001,1.0274,1.1139,1.0436,1.0294,1.089,1.1116,0.98561,1.0027,1.0565,1.0984,0.97182,0.97748,1.0503,1.0238,0.99803,1.0326,1.013,0.93694,1.0196,0.96328,0.97978,1.0553,0.96502,1.0473,1.0002,1.0206,1.0354,0.96902,0.99643,1.027,0.98172,0.99072,0.98654,1.0207,1.1056,1.004,0.96769,1.0415,1.0481,1.0243,0.99606,1.004,1.0383,0.95269,1.08,1.0842,3.978,4.2976,3.9231,4.1547,3.9931,4.1718,4.0574,4.263,4.0575,4.0228,4.0481,3.9648,4.0307,4.1889,4.0194,4.1253,3.9581,4.0158,4.0019,4.013,4.1377,4.0615,4.0167,4.0166,4.1645,4.1934,4.0338,4.1917,4.0812,4.1427,3.8992,3.9225,4.0704,4.0808,3.9994,4.1047,4.0772,4.2411,3.9767,4.0291,4.2528,4.1167,4.0305,4.1893,3.999,4.0139,4.1396,4.0131,3.9692,4.1981,3.0571,3.0462,3.0184,3.1071,3.0938,3.1231,3.0343,3.0748,3.0237,3.1568,3.1182,2.9854,3.0375,2.9477,2.9787,3.0611,3.0199,3.0679,3.0844,3.1363,3.0124,3.0051,3.0777,3.0717,3.0446,2.9964,3.1605,3.0695,3.0177,3.017,2.9993,3.037,3.0849,3.1061,2.9597,3.0097,2.9872,2.9533,3.0512,3.0863,3.0424,3.0117,3.2006,2.9932,3.195,3.0697,3.0785,3.215,3.097,3.0218
0.0047601,0.0038349,0,0.0035759,0.0032491,0.0012015,0.0014659,0.0056255,0.0062228,0.0062248,0.00038971,0.0043675,0.0033271,0.0030789,0.0013673,0.0019835,0.0025141,0.0019835,0.0063688,0.00095097,0.0010236,0.00068581,0.0014537,0.0014803,0.00018101,0.0028312,0.00058788,0.00020112,0.0032502,0.00045647,0.001294,0.0001506,0.0024903,0.0026459,0.0015586,0.0049552,0.0024879,0.0019497,0.00055425,0.011299,0.0011853,0.0057603,0.0051299,0.0042042,0.0051627,0.0016539,0.00042951,0.0031949,0.0012211,0.0008933,0.94679,0.89187,0.94892,0.91901,0.94568,1.0327,0.96136,0.9469,1.0052,1.0224,0.90778,0.92121,0.97191,1.0132,0.89206,0.89674,0.96396,0.9409,0.9177,0.94904,0.93101,0.85862,0.93886,0.88469,0.89911,0.9704,0.88374,0.96588,0.91898,0.94075,0.95483,0.89195,0.91759,0.94501,0.90234,0.91143,0.90665,0.93758,1.0201,0.92735,0.88789,0.95719,0.96609,0.94229,0.91926,0.92481,0.95744,0.87309,0.99849,0.99898,3.7404,4.0495,3.6872,3.9112,3.7542,3.9282,3.8172,4.0173,3.8182,3.7832,3.808,3.7272,3.7911,3.9448,3.7803,3.8825,3.72,3.7768,3.7629,3.7741,3.8948,3.8204,3.7774,3.7771,3.9203,3.9494,3.7939,3.9468,3.8388,3.8997,3.6641,3.6859,3.8309,3.839,3.7605,3.8622,3.8373,3.995,3.7385,3.7897,4.0066,3.8755,3.7903,3.9445,3.7602,3.7745,3.897,3.7735,3.7318,3.954,2.8993,2.8895,2.8627,2.9465,2.9362,2.9606,2.8746,2.9161,2.8658,2.9949,2.9598,2.8303,2.8784,2.7911,2.8247,2.9035,2.8616,2.9068,2.9257,2.9748,2.8531,2.8478,2.9187,2.913,2.8853,2.8398,2.9995,2.9106,2.8605,2.8589,2.8449,2.8801,2.9243,2.9492,2.8005,2.8517,2.8321,2.8009,2.8918,2.931,2.8872,2.8562,3.0381,2.8366,3.0363,2.9135,2.9201,3.0527,2.9404,2.8655
0.0017355,0.0021472,0.0035759,0,0.0059675,0.0010875,0.00079052,0.0038367,0.0018273,0.0028105,0.0026938,0.0062469,0.00025593,0.00096556,0.00061108,0.0016597,0.00056381,0.0027388,0.00040268,0.00084124,0.00084472,0.0013861,0.00055518,0.00077631,0.0024471,7.8015e-05,0.0023277,0.0024158,0.0015026,0.0014856,0.0016832,0.0037474,0.0036449,0.00094864,0.0017329,0.0044164,0.0045926,0.0059232,0.0024322,0.01176,0.001956,0.0023389,0.0052394,0.00036833,0.0006956,0.00090066,0.001597,0.0023724,0.0019426,0.0013894,1.0655,1.0078,1.0682,1.0369,1.0651,1.1568,1.0817,1.0665,1.1282,1.1468,1.0246,1.0392,1.0931,1.1367,1.0082,1.0133,1.0848,1.0602,1.0354,1.0689,1.0496,0.97262,1.0578,1.0003,1.0158,1.0915,0.99952,1.0864,1.0368,1.0597,1.0747,1.0077,1.0351,1.0644,1.019,1.0286,1.0236,1.0567,1.1441,1.0451,1.0038,1.0775,1.0867,1.0616,1.0366,1.0428,1.0774,0.98809,1.1208,1.1218,3.8687,4.1873,3.8147,4.0448,3.8862,4.0604,3.948,4.1486,3.9456,3.915,3.939,3.8572,3.922,4.0774,3.9103,4.0166,3.8525,3.907,3.8944,3.904,4.0279,3.9541,3.9088,3.9092,4.0559,4.0814,3.9257,4.0826,3.9758,4.0328,3.7912,3.8161,3.9574,3.9733,3.8918,3.9968,3.9646,4.1302,3.8695,3.92,4.1413,4.0042,3.9236,4.0798,3.8914,3.9066,4.0287,3.9063,3.8604,4.0857,2.9107,2.8996,2.8724,2.9601,2.946,2.9765,2.8895,2.9281,2.8785,3.0086,2.9697,2.8403,2.8923,2.8048,2.8334,2.9145,2.8751,2.9226,2.9374,2.9887,2.8682,2.8602,2.9311,2.9251,2.8992,2.8517,3.0118,2.9231,2.8725,2.8721,2.8535,2.8909,2.9388,2.9575,2.8175,2.8651,2.8421,2.8083,2.9057,2.9378,2.8954,2.8659,3.0511,2.8486,3.0441,2.9221,2.9316,3.0648,2.9486,2.8759
0.0025352,0.0015258,0.0032491,0.0059675,0,0.0022214,0.0025965,0.001433,0.0037441,0.002642,0.0016053,0.00011319,0.004034,0.0024152,0.0032564,0.001334,0.0028987,0.00062168,0.0086781,0.0036298,0.0031259,0.0024165,0.003335,0.0026181,0.0041569,0.0046948,0.0057393,0.0042439,0.0018324,0.0032034,0.0014279,0.0020144,0.00029056,0.008259,0.0013033,0.00076536,9.373e-05,0.00026682,0.0014758,0.002519,0.0012478,0.0027028,0.00055595,0.0044081,0.0045861,0.0022874,0.002836,0.0010622,0.0012413,0.005489,0.94759,0.89793,0.95339,0.92821,0.95321,1.0357,0.96876,0.95537,1.0124,1.0355,0.91249,0.92971,0.98171,1.0218,0.89982,0.90547,0.97627,0.95007,0.92492,0.95868,0.93956,0.8663,0.94559,0.89141,0.90764,0.98064,0.89378,0.9721,0.92724,0.94632,0.96063,0.8965,0.92303,0.95289,0.90915,0.9177,0.91386,0.94726,1.0288,0.92981,0.89591,0.96734,0.97298,0.95041,0.92222,0.93036,0.96337,0.8816,1.0033,1.0083,3.9428,4.2577,3.8882,4.1169,3.9553,4.1351,4.021,4.2277,4.0237,3.9854,4.0115,3.9283,3.994,4.1522,3.9833,4.0869,3.9197,3.9795,3.9646,3.977,4.1001,4.0229,3.9795,3.9789,4.1253,4.1572,3.9965,4.1525,4.0402,4.1052,3.8644,3.8854,4.0373,4.0419,3.9621,4.0657,4.0436,4.2028,3.9395,3.9928,4.2149,4.0823,3.992,4.1505,3.9618,3.9762,4.1032,3.9749,3.9337,4.1621,3.0959,3.0857,3.058,3.1449,3.1339,3.1596,3.0707,3.1133,3.0614,3.1949,3.1583,3.0245,3.0745,2.9843,3.0186,3.1003,3.0571,3.104,3.1232,3.1742,3.0484,3.0428,3.1161,3.1102,3.0816,3.0345,3.1995,3.1077,3.0559,3.0543,3.0394,3.076,3.122,3.1472,2.9942,3.0469,3.0263,2.9938,3.0883,3.1282,3.0832,3.0512,3.2394,3.0311,3.2371,3.1104,3.1174,3.2544,3.1381,3.0609
0.0012478,0.00094405,0.0012015,0.0010875,0.0022214,0,2.4506e-05,0.0021597,0.0019782,0.0021451,0.00040952,0.0026541,0.00061149,0.00044242,9.8838e-05,0.0002144,0.00024919,0.00053596,0.0027042,0.00021505,9.3222e-05,7.5763e-05,0.00011441,2.7112e-05,0.00095372,0.00059219,0.0014351,0.0009677,0.00057948,0.00028904,8.771e-05,0.00097521,0.0010013,0.0019639,0.00013991,0.0020932,0.001403,0.0019651,0.00028631,0.0076369,0.00014314,0.0018239,0.0024733,0.0009791,0.001415,3.606e-05,0.00023369,0.00077077,0.00014337,0.00098524,1.0028,0.94808,1.0063,0.97705,1.004,1.092,1.0201,1.0055,1.0652,1.0847,0.96402,0.97909,1.0317,1.0738,0.94883,0.95396,1.0243,0.99958,0.97506,1.0081,0.9892,0.91433,0.99669,0.94089,0.95633,1.0303,0.94097,1.0243,0.97672,0.99825,1.0128,0.94766,0.97436,1.0034,0.95911,0.9683,0.96368,0.99632,1.0809,0.9834,0.94461,1.0167,1.0248,1.0007,0.97525,0.98184,1.0156,0.92952,1.0574,1.0594,3.8575,4.1727,3.8034,4.0317,3.8726,4.0484,3.9358,4.138,3.9356,3.9019,3.9266,3.8447,3.9095,4.0653,3.8983,4.0029,3.8383,3.8948,3.8812,3.892,4.0149,3.9401,3.8958,3.8958,4.0416,4.0697,3.9127,4.0684,3.9598,4.0199,3.7799,3.803,3.9482,3.959,3.8788,3.9826,3.9549,4.1168,3.8565,3.9079,4.1283,3.9939,3.9095,4.0659,3.8784,3.8931,4.0167,3.8924,3.8488,4.0743,2.9583,2.9478,2.9205,3.0071,2.9947,3.0224,2.9352,2.9755,2.9251,3.056,3.0186,2.888,2.9385,2.8502,2.8816,2.9623,2.9213,2.9681,2.9851,3.0358,2.9135,2.9068,2.9784,2.9725,2.9454,2.8985,3.0599,2.9703,2.9194,2.9184,2.902,2.9386,2.9851,3.0071,2.8614,2.9113,2.8897,2.8569,2.952,2.9879,2.9445,2.9139,3.0992,2.8953,3.0947,2.9712,2.9793,3.1135,2.9981,2.9237
0.0011245,0.00093249,0.0014659,0.00079052,0.0025965,2.4506e-05,0,0.0021923,0.0017498,0.0020277,0.00062644,0.0029886,0.00040275,0.00035022,4.6595e-05,0.00026823,0.00014114,0.00069792,0.002214,0.00019372,8.2286e-05,0.0001471,5.0741e-05,6.6015e-08,0.0010907,0.00037726,0.0014963,0.0010986,0.0005382,0.00035899,0.00017806,0.0012799,0.0012193,0.001731,0.00022351,0.002228,0.0017041,0.0023993,0.00047655,0.0079814,0.0002667,0.0016913,0.0026719,0.0007218,0.0011278,1.9024e-05,0.00032444,0.00082509,0.00026408,0.0009601,1.0126,0.95746,1.016,0.9865,1.0136,1.1021,1.0298,1.0151,1.0751,1.0945,0.97351,0.98857,1.0414,1.0837,0.95818,0.96331,1.0339,1.0091,0.98455,1.0177,0.99873,0.92351,1.0063,0.95022,0.9657,1.04,0.95023,1.0341,0.9862,1.0079,1.0225,0.95707,0.98389,1.013,0.96853,0.97778,0.97311,1.0059,1.0909,0.99303,0.95393,1.0263,1.0345,1.0103,0.98482,0.9914,1.0253,0.93875,1.0674,1.0693,3.8624,4.1783,3.8083,4.037,3.8779,4.0535,3.9409,4.143,3.9404,3.9071,3.9317,3.8497,3.9147,4.0704,3.9034,4.0082,3.8436,3.8999,3.8864,3.8971,4.0202,3.9454,3.901,3.901,4.047,4.0748,3.9179,4.0738,3.9654,4.0251,3.7848,3.8082,3.9529,3.9644,3.8839,3.988,3.9597,4.1222,3.8616,3.9129,4.1336,3.9988,3.9149,4.0713,3.8836,3.8984,4.0218,3.8977,3.8538,4.0793,2.9538,2.9432,2.916,3.0027,2.9901,3.0182,2.931,2.9711,2.9208,3.0516,3.014,2.8834,2.9342,2.846,2.877,2.9578,2.917,2.964,2.9806,3.0314,2.9094,2.9025,2.974,2.9681,2.9412,2.8941,3.0554,2.9659,2.915,2.9141,2.8973,2.9341,2.9808,3.0024,2.8575,2.907,2.8852,2.8522,2.9477,2.983,2.9397,2.9093,3.0947,2.8909,3.0898,2.9665,2.9748,3.1089,2.9934,2.9192
0.00045676,0.00027451,0.0056255,0.0038367,0.001433,0.0021597,0.0021923,0,0.00079608,0.00023537,0.0030617,0.00096038,0.0021114,0.0010025,0.0028497,0.0010366,0.0016537,0.00095126,0.0050539,0.0036754,0.0030921,0.0029067,0.0028392,0.0021966,0.0057636,0.0030431,0.0070924,0.0058228,0.0005999,0.0039624,0.0016237,0.0043166,0.00081594,0.0075011,0.0013408,0.00011094,0.0011984,0.00258,0.0026483,0.0021984,0.0016767,0.00032482,0.00028091,0.0019776,0.0017134,0.0018034,0.0036597,0.00036074,0.0016368,0.0060326,1.0215,0.97046,1.0279,1.0022,1.028,1.1131,1.0441,1.0303,1.0894,1.1137,0.98546,1.0037,1.0577,1.0992,0.97257,0.97851,1.0523,1.0249,0.99859,1.0338,1.0139,0.93772,1.02,0.96374,0.98075,1.0567,0.96645,1.0475,1.0011,1.0207,1.0355,0.96884,0.99648,1.0277,0.98218,0.99102,0.98711,1.022,1.1064,1.0032,0.96852,1.0429,1.0485,1.0251,0.99539,1.0041,1.0384,0.95369,1.0797,1.0853,4.0354,4.3566,3.9802,4.213,4.0501,4.2305,4.1152,4.3227,4.1159,4.0802,4.1058,4.0219,4.0883,4.2477,4.077,4.1833,4.0147,4.0733,4.0591,4.0705,4.1959,4.1188,4.074,4.0738,4.2226,4.2524,4.0912,4.25,4.1382,4.201,3.9561,3.979,4.129,4.1382,4.0565,4.1623,4.1358,4.3,4.0337,4.0867,4.3119,4.1755,4.0876,4.2477,4.0562,4.0711,4.1981,4.0702,4.0265,4.2572,3.1153,3.1043,3.0763,3.1658,3.1524,3.1819,3.0923,3.1331,3.0816,3.2159,3.1769,3.0429,3.0955,3.0049,3.0361,3.1194,3.0778,3.1262,3.1429,3.1953,3.0701,3.0628,3.1361,3.13,3.1026,3.0541,3.2197,3.1279,3.0756,3.0748,3.057,3.095,3.1434,3.1648,3.017,3.0675,3.0447,3.0105,3.1093,3.1448,3.1005,3.0695,3.2602,3.0508,3.2545,3.1281,3.1369,3.2746,3.1556,3.0796
0.00013202,0.00051448,0.0062228,0.0018273,0.0037441,0.0019782,0.0017498,0.00079608,0,0.00018398,0.0037914,0.0032524,0.00083889,0.00054985,0.0021343,0.0012997,0.00093444,0.0018743,0.0021085,0.00297,0.0025415,0.0028277,0.002069,0.0017403,0.0056034,0.001532,0.006348,0.0056207,0.00053335,0.0036938,0.0019255,0.0053612,0.0021652,0.005227,0.0016794,0.0014093,0.0029917,0.0049,0.0032997,0.0053537,0.0021547,0.00010415,0.0019618,0.0005567,0.00028579,0.0014871,0.0035546,0.00089305,0.0021084,0.0049637,1.0692,1.0154,1.0747,1.0469,1.0739,1.1623,1.0904,1.076,1.1368,1.1599,1.0312,1.0487,1.1036,1.1464,1.017,1.0228,1.0972,1.0702,1.0439,1.0792,1.0591,0.98135,1.0659,1.0083,1.0252,1.1024,1.0101,1.0942,1.0461,1.067,1.0821,1.0142,1.0422,1.0735,1.0272,1.0364,1.0321,1.067,1.1538,1.05,1.0128,1.0883,1.095,1.0708,1.0418,1.05,1.085,0.99746,1.1276,1.132,4.0231,4.3463,3.968,4.2018,4.0397,4.2183,4.1035,4.3091,4.1023,4.0693,4.0942,4.0106,4.0769,4.2356,4.0652,4.1727,4.0049,4.0617,4.0483,4.0587,4.1846,4.1087,4.0631,4.0632,4.2124,4.2399,4.0803,4.2397,4.1297,4.1897,3.944,3.9684,4.1147,4.1281,4.0457,4.1522,4.1218,4.2887,4.0229,4.075,4.3003,4.1619,4.0776,4.237,4.0453,4.0605,4.186,4.06,4.0145,4.2444,3.0578,3.0464,3.0185,3.1086,3.0939,3.1255,3.0363,3.0757,3.0249,3.1583,3.1182,2.9856,3.0391,2.9494,2.9784,3.0616,3.0214,3.0703,3.0852,3.1379,3.0145,3.0062,3.0788,3.0726,3.0462,2.9974,3.1615,3.0707,3.0187,3.0183,2.999,3.0375,3.0868,3.1056,2.9626,3.0112,2.9874,2.9526,3.0528,3.0852,3.0419,3.0118,3.2018,2.9942,3.1942,3.0694,3.0792,3.2158,3.0964,3.0221
0.00014501,0.00029738,0.0062248,0.0028105,0.002642,0.0021451,0.0020277,0.00023537,0.00018398,0,0.0036085,0.0020926,0.0014194,0.00071519,0.00257,0.0011813,0.0012739,0.0014471,0.0034586,0.0034531,0.0029256,0.003,0.002526,0.0020241,0.0059539,0.0022826,0.0070073,0.0059922,0.00049609,0.0040076,0.0018426,0.0050952,0.001514,0.0065248,0.0015566,0.00064894,0.0021512,0.0038962,0.0031289,0.0035564,0.001997,2.1645e-05,0.0010243,0.0011635,0.00084459,0.0016825,0.0037812,0.00057112,0.0019505,0.0057159,1.0503,0.99794,1.0564,1.0297,1.0561,1.143,1.0725,1.0584,1.1185,1.1424,1.0133,1.0313,1.086,1.1282,0.99988,1.0058,1.0802,1.0528,1.0264,1.0618,1.0417,0.96452,1.0481,0.99105,1.0081,1.0849,0.99339,1.0761,1.0288,1.0489,1.064,0.99647,1.0244,1.0558,1.0098,1.0188,1.0147,1.0498,1.1356,1.0316,0.99574,1.0709,1.077,1.0532,1.0236,1.0321,1.0669,0.98063,1.1089,1.1141,4.0412,4.3639,3.9859,4.2196,4.0569,4.2366,4.1214,4.3282,4.1211,4.0868,4.112,4.0282,4.0946,4.2539,4.0831,4.1902,4.0218,4.0795,4.0657,4.0766,4.2025,4.1259,4.0806,4.0806,4.2298,4.2584,4.0978,4.2572,4.1462,4.2075,3.9618,3.9856,4.1339,4.1454,4.0631,4.1695,4.1408,4.3067,4.0403,4.0929,4.3185,4.1808,4.0947,4.2547,4.0627,4.0779,4.2042,4.0772,4.0324,4.263,3.0935,3.0822,3.0542,3.1443,3.1301,3.1609,3.0713,3.1114,3.0602,3.1942,3.1545,3.021,3.0743,2.984,3.014,3.0974,3.0566,3.1054,3.121,3.1737,3.0493,3.0414,3.1144,3.1083,3.0815,3.0326,3.1977,3.1062,3.054,3.0535,3.0347,3.0731,3.1222,3.1421,2.9969,3.0463,3.0228,2.9882,3.0881,3.1218,3.078,3.0474,3.2381,3.0294,3.2313,3.1055,3.115,3.2523,3.1328,3.0577
